,s1,s41,s42,s43,a0,a2,a301,a4,a501,a6,a7a,a7aa,a7b,a7c,a8a,a10,a10a,a11,a1299,a121,a122,a123,a124,a125,a126,a127,a128,a12a,a13,a14,a15,a16,a17,a18,a21,a281,a282,a283,a284,a285,a286,a3001,a3002,a3003,a3004,a3005,a3006,a3007,a3008,a3009,a3010,a3011,a3012,a311,a312,a313,a31a,a31b,a32,a35,a36,a431,a432,a433,a434,a58,a59a,a59c,a59e,a59f,a611,a612,a613,a614,a62,a63,a64,a65,a66,a6799,a6701,a6702,a6703,a6704,a6705,a6706,a6707,a6708,a67a,a681,a682,a68a,a69,a70,a71a,a71b,a72,a73,a74,a75a,a81,a82,a85,a89a,a89b,a89c,a89d,a90a,a90b,a90c,a90d,b1,b2,b3,b5,b6,b1001,b1002,b1003,b1004,b1005,b1006,b1007,b1008,b1009,b1010,b1011,b1012,b1013,b12,b161,b162,b163,b164,b165,b166,b167,b168,b169,a60k,b7,a371,a372,a373,a421,a422,a423,a425,a7b
10687,2,23,69,109,2015/8/12 14:36,1,1949,1,1,1,3, ,2, ,26000,4,1976,23,0,1,0,0,0,0,0,0,0, ,165,120,1,3,4,1,1,2,4,1,5,1,1,1,4,3,2,5,4,1,5,5,5,5,5,1,4,4, , ,1,5,1,8,6,9,4,1,1,-1,1,4,1,1,2,2,26000,6,3,2,2,0,1,0,0,0,0,0,0,0, ,2,1,0,3,1968,1949,1968,3,1,1,6000,3, , ,1921,1,1,2,1923,1,1,2,2,1,4,1,16000,5,5,5,5,5,5,5,5,5,5,-8,5,4,5,90,70,70,80,70,80,90,80,80, ,5,2,1,1,2,2,1,5,2
10688,2,23,69,109,2015/9/24 18:09,2,1948,1,1,1,4, ,4,1966,720,1, ,80,0,0,0,1,0,0,0,0,0, ,150,85,2,3,3,1,1,1,1,1,2,1,1,2,5,4,5,5,5,5,5,5,5,5,5,3,2,1,1,6,1,4,4,1,4,1,3,4, , , , ,1,1,2,2,4320,2,2,1,2,0,1,0,0,0,0,0,0,0, ,2,1,0,7,1966, , , , , , , , , ,1924,1,1,2,1924,1,1,2,3,2,4,2,60,4,4,4,4,4,3,3,4,4,3,3,3,2,5,100,100,50,30,80,100,100,100,50, ,5,1,0,1,4,4,4,4,4
10689,2,23,68,108,2015/7/10 8:08,2,1965,1,1,1,4, ,4,1982,9000,1, ,200,0,0,0,1,0,0,0,0,0, ,160,120,2,2,2,1,1,1,1,1,3,1,2,1,5,4,5,5,4,4,5,5,5,4,5,4,4,1,2,7,1,1,1,3,5,2,5,3, , , , ,1,1,2,2,20000,1,2,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,7,1986, , , , , , , , , ,1943,4,4,1,1948,1,1,2,3,2,4,4,10000,5,2,2,2,4,4,2,4,4,4,3,4,2,4,90,60,80,80,70,70,80,80,65, ,5,2,1,1,5,4,2,4,4
10690,2,23,68,108,2015/10/17 19:40,2,1963,1,1,1,1, , , ,2500,1, ,100,0,0,1,0,0,0,0,0,0, ,160,144,2,2,2,1,1,1,1,1,3,1,1,2,5,4,5,5,4,4,3,5,5,2,5,3,3,2,6,6,1,4,4,2,2,5,1,3, , , , ,1,1,2,2,10000,2,2,1,2,0,1,0,0,0,0,0,0,0, ,1,2,0,3,1982,1961,1982,6,1,1,2500,2, , ,1940,1,1,2,1941,1,1,2,3,1,5,2,50000,3,4,4,3,5,3,4,-8,4,-8,-8,-8,3,5,80,40,60,60,70,0,0,75,80, ,6,3,1,2,5,4,4,4, 
10691,2,23,68,108,2015/7/9 16:59,2,1976,1,1,1,3, ,2, ,3100,1, ,53,0,1,0,0,0,0,0,0,0, ,155,140,2,2,4,1,1,1,1,1,2,1,1,2,5,3,5,4,4,4,2,5,5,4,5,2,2,1,3,5,1,2,1,1,1,4,1,3, , , , ,1,1,2,2,3000,3,3,1,2,0,1,0,0,0,0,0,0,0, ,0,2,1,7,1996, , , , , , , , , ,1947,3,1,2,1947,3,1,2,2,2,4,1,15000,5,4,4,4,5,-8,3,3,3,4,2,4,1,5,100,100,0,80,100,100,100,50,50, ,3,3,1,2,5,4,4,5,2
10692,2,23,68,108,2015/10/1 13:56,2,1967,1,1,1,3, ,4,1982,60000,1, ,120,0,0,1,0,0,0,0,0,0, ,160,115,4,4,4,1,1,1,1,1,4,1,1,2,5,3,5,3,4,5,5,5,5,3,5,3,3,3,3,7,2,5,5,1,1,1,1,1,9,-2,1,4,1,1,2,2,71000,3,3,1,1,0,1,0,0,0,0,0,0,0, ,1,1,1,3,1992,1966,1992,7,4,1,11000,3, , ,1940,14,1,2,1945,3,1,2,3,1,3,2,10,4,3,5,4,5,4,3,-8,-8,-8,-8,-8,1,5,100,100,100,90,100,100,100,90,90, ,4,2,1,1,5,5,4,2,4
10693,2,23,68,108,2015/7/9 7:59,2,1960,1,1,1,3, ,4,1978,3000,1, ,40,0,1,0,0,0,0,0,0,0, ,158,89,1,2,1,1,1,1,1,1,5,1,1,1,5,4,5,4,5,2,1,4,5,5,5,2,2,1,3,7,2,2,1,1,1,4,1,3, , , , ,1,1,2,2,12000,2,2,1,2,0,1,0,0,0,0,0,0,0, ,3,0,0,7,1981, , , , , , , , , ,1935,1,1,2,1941,1,1,2,3,2,1,3,10000,5,5,3,1,5,-8,5,5,4,1,-8,5,1,2,100,100,100,100,60,70,100,100,100, ,3,2,1,1,5,5,5,4,4
10694,1,23,69,109,2015/9/25 10:29,1,1982,1,1,1,12, ,4,2006,36000,2, ,108,0,1,0,0,0,0,0,0,0, ,170,55,4,3,2,2,1,4,4,2,4,4,3,2,4,3,1,4,4,4,3,3,5,5,2,2,2,4,3,4,3,2,3,3,3,4,2,1,3,9,1,2,1,1,2,2,70000,5,3,1,2,0,1,0,0,0,0,0,0,0, ,0,1,1,3,2010,1985,2010,12,1,2,30000,1,3,1,1933,1,1,2,1943,3,1,2,3,2,1,3,60000,5,5,4,4,5,5,4,5,4,4,3,4,3,5,60,60,60,70,60,60,50,60,70, ,5,2,1,1,4,4,5,5,4
10695,2,23,68,108,2015/7/9 7:35,1,1936,1,0,4,3, ,2, ,1000,1, ,80,0,0,0,1,0,0,0,0,0, ,157,86,4,4,5,1,1,2,1,1,2,1,1,2,5,5,2,5,5,5,5,5,5,5,5,4,5,1,1,7,1,5,5,5,5,5,1,4, , , , ,1,1,2,2,25000,3,4,1,2,0,1,0,0,0,0,0,0,0, ,4,4,0,3,1957,1940,1957,1,1,1,1000,4, , ,1900,1,1,2,1904,1,1,2,2,1,5,1,20000,5,5,4,5,5,-8,4,-8,4,-8,4,-8,1,5,70,70,60,-2,60,60,70,70,75, ,4,8,4,4,5,5,5,5,2
10696,2,23,68,108,2015/7/7 21:38,2,1968,1,1,1,4, ,4,1984,10000,1, ,200,0,0,1,0,0,0,0,0,0, ,160,130,3,4,2,1,1,2,1,1,3,1,1,1,5,3,4,4,4,5,1,3,5,1,5,3,5,1,1,5,1,4,4,6,5,7,5,3, , , , ,1,1,2,2,30000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,0,1,0,4,1988,1948,2003,4,4,2,30000,5, , ,1934,2,4,1,1935,1,1,2,2,1,4,2,20000,4,4,4,4,4,4,3,4,4,4,-8,4,2,3,100,60,60,70,70,60,50,40,70, ,6,2,1,1,4,4,4,4,4
10697,2,23,68,108,2015/7/8 10:21,1,1950,1,1,1,4, ,4,1980,5200,1, ,150,0,1,0,0,0,0,0,0,0, ,178,140,2,2,2,1,1,3,3,5,5,1,3,1,2,2,2,4,5,5,1,1,5,5,5,1,5,3, , ,1,1,5,5,4,6,2,4, , , , ,2,1,2,2,40000,4,3,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1985,1954,1985,3,1,1,1200,4, , ,1920,1,1,2,1920,1,1,2,2,1,5,3,15000,5,2,2,2,5,2,1,2,5,4,-8,2,1,5,100,100,100,80,60,70,100,80,100, ,6,2,1,1,2,5,5,1,4
10698,2,23,69,109,2015/8/13 19:15,2,1983,1,1,2,6, ,4,2002,12000,1, ,150,0,0,1,0,0,0,0,0,0, ,160,108,4,4,5,1,1,2,4,1,4,4,1,1,5,2,1,4,4,4,1,1,4,1,1,4,4,3,2,5,2,4,4,4,1,10,1,1,3,7,1,2,1,1,2,2,100000,5,3,2,2,0,1,0,0,0,0,0,0,0, ,2,1,3,3,2003,1981,2003,4,1,1,80000,1,5,1,1953,1,1,2,1959,1,1,15,3,1,5,4,400000,5,5,5,5,5,4,4,5,2,1,3,4,1,5,80,70,20,30,40,30,20,50,10, ,4,3,2,1,1,1,1,5,4
10699,2,23,69,109,2015/8/13 9:38,1,1969,1,0,3,3, ,4,1984,7000,1, ,200,0,1,0,0,0,0,0,0,0, ,170,164,3,2,2,1,1,1,1,1,2,1,1,4,5,3,5,5,4,5,5,4,5,5,5,2,2,1,6,7,2,1,2,2,1,2,1,3, , , , ,1,1,2,2,10000,6,1,1,2,0,1,0,0,0,0,0,0,0, ,1,2,0,3,1988,1970,1988,3,1,1,-1,6, , ,1935,1,1,2,1933,1,1,2,3,3,4,3,30000,5,5,5,5,5,5,3,5,5,5,5,5,2,5,100,70,40,40,50,0,20,80,80, ,6,3,1,2,4,1,1,5,4
10700,2,23,69,109,2015/9/23 17:57,1,1951,1,1,3,3, ,2, ,4300,1, ,44,0,1,0,1,0,0,0,0,0, ,156,100,4,4,2,1,1,1,1,1,5,1,1,1,4,2,5,5,5,5,5,1,5,5,5,1,5,1, , ,1,3,5,1,1,5,1,3, , , , ,1,1,2,2,10000,1,1,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,7,1980, , , , , , , , , ,1922,3,1,2,1925,1,1,16,3,1,5,4,10000,3,5,5,4,3,5,5,4,5,4,3,4,1,5,50,0,100,50,0,100,20,100,100, ,5,2,1,1,5,1,5,5,2
10701,2,23,69,109,2015/9/23 19:12,1,1968,1,0,3,1, , , ,8000,1, ,199,0,1,1,1,0,0,0,0,0, ,173,120,4,2,2,1,1,1,1,5,5,1,2,1,4,2,5,5,5,5,5,5,4,4,5,4,4,1,5,5,1,2,4,6,6,7,5,4, , , , ,1,2,2,2,16500,3,3,3,2,0,1,0,0,0,0,0,0,0, ,0,2,1,3,1990,1970,1990,1,1,1,8000,4, , ,1945,10,1,2,1948,1,1,2,3,1,4,2,40000,5,5,5,3,5,4,3,3,3,3,3,3,1,5,100,20,60,70,60,80,62,52,75, ,4,3,2,1,3,3,3,2, 
10702,2,23,68,108,2015/7/8 10:45,1,1975,1,1,4,1, , , ,12000,1, ,25,0,1,0,0,0,0,0,0,0, ,165,110,1,3,4,1,1,1,1,1,2,1,1,2,5,4,5,5,4,4,5,5,5,5,5,2,2,2,7,6,1,2,5,1,1,3,1,3, , , , ,1,1,2,2,25000,4,1,1,2,0,1,0,0,0,0,0,0,0, ,2,0,2,3,2004,1979,2004,3,1,1,13000,3, , ,1950,1,1,2,1950,1,1,2,3,2,3,3,30000,4,4,5,5,5,4,2,-8,5,4,4,4,2,5,100,80,80,85,85,100,40,60,60, ,6,2,1,1,2,4,4,5, 
10703,2,23,68,108,2015/7/8 13:01,2,1969,1,1,1,3, ,2, ,5000,1, ,65,0,0,1,0,0,0,0,0,0, ,155,120,2,1,2,1,1,1,1,1,4,1,1,1,5,4,5,5,5,3,4,5,5,4,5,5,4,1,2,2,1,2,4,4,1,8,1,3, , , , ,1,1,2,2,20000,3,2,2,1,0,1,0,0,0,0,0,0,0, ,1,1,1,3,1994,1970,1994,3,1,1,5000,1,5,2,1941,4,1,3,1941,1,1,2,3,1,3,2,100000,2,2,2,2,2,-8,2,2,2,2,2,2,1,4,100,100,80,50,50,80,80,50,80, ,3,2,1,1,5,5,5,5,2
10704,2,23,69,109,2015/8/13 18:59,1,1966,1,1,1,4, ,4,1983,2500,1, ,100,0,0,0,0,1,0,0,0,0, ,178,160,3,2,2,1,1,2,2,4,4,1,1,1,5,2,2,4,3,3,2,1,5,4,5,2,4,3,3,3,2,3,4,1,1,8,1,3, , , , ,1,1,2,2,5000,5,1,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1988,1968,1988,3,1,1,2000,3, , ,1933,1,4,2,1935,1,1,2,3,2,4,4,20000,5,3,3,3,3,-8,2,3,3,-8,-8,3,1,5,100,60,50,100,30,30,30,0,30, ,6,4,2,2,5,2,5,5,4
10705,2,23,68,108,2015/7/9 19:19,2,1963,1,1,1,3, ,2, ,2600,1, ,100,0,0,0,1,0,0,0,0,0, ,160,100,3,3,3,1,1,1,1,1,3,1,1,2,4,5,5,5,5,5,5,5,5,5,5,2,3,1,5,7,1,2,4,5,3,5,1,3, , , , ,1,1,2,2,5200,2,3,1,2,0,1,0,0,0,0,0,0,0, ,2,1,0,3,1981,1937,1981,1,1,1,2600,2, , ,1935,3,1,2,1943,3,1,2,2,2,4,2,3600,2,2,2,2,4,3,3,3,2,2,2,2,1,5,70,80,70,70,80,100,90,60,70, ,3,3,2,1,5,4,5,5,2
10706,2,23,69,109,2015/9/25 11:43,1,1957,1,1,3,4, ,4,1974,5000,1, ,150,0,1,1,0,0,0,0,0,0, ,170,140,4,4,4,1,1,1,1,1,5,1,1,1,5,3,5,5,3,4,5,5,5,5,5,2,1,1,3,5,1,4,5,5,3,8,1,5, , , , ,1,1,2,2,70000,3,4,1,1,0,1,0,0,0,0,0,0,0, ,1,2,0,3,1978,1961,1978,1,1,1,5000,4, , ,1930,1,1,2,1935,1,1,2,2,1,4,3,30000,2,2,2,4,3,4,3,5,4,3,3,3,1,5,50,50,80,100,60,80,90,80,80,3,3,3,1,2,2,1,5,5,4
10707,2,23,68,108,2015/10/2 8:58,1,1946,1,1,1,3, ,4,1962,2300,1, ,150,0,1,0,0,0,0,0,0,0, ,167,115,4,3,2,1,1,2,1,1,4,1,1,1,5,4,4,4,4,5,3,5,5,5,5,3,4,1,2,2,2,5,4,3,2,5,2,3, , , , ,1,1,2,2,-2,1,2,2,2,0,1,0,0,0,0,0,0,0, ,1,0,0,7,1971, , , , , , , , , ,1912,1,1,2,1912,1,1,2,3,1,4,2,100000,5,3,5,5,5,5,3,5,5,2,2,5,1,5,80,60,80,90,80,80,80,50,80, ,3,1,1,0,5,5,4,5,4
10708,2,23,68,108,2015/7/8 15:44,2,1979,1,1,1,3, ,2, ,20000,1, ,60,0,0,0,0,0,1,0,0,0, ,150,104,4,5,3,1,1,1,1,3,4,1,1,2,5,3,5,5,3,5,4,4,5,3,5,3,3,1,5,7,5,1,4,3,2,6,6,3, , , , ,1,1,2,2,40000,6,2,1,2,0,1,0,0,0,0,0,0,0, ,1,1,2,3,2000,1975,2000,4,1,1,20000,2, , ,1955,3,1,2,1961,1,1,2,3,1,4,3,70000,2,2,2,2,4,2,1,1,4,4,2,2,1,4,50,70,65,30,30,80,15,30,45, ,2,2,1,1,1,1,4,5,2
10709,2,23,69,109,2015/9/24 13:03,2,1965,1,1,1,1, , , ,-1,1, ,60,0,0,1,0,0,0,0,0,0, ,160,120,2,2,2,1,1,1,1,1,2,1,1,3,5,3,5,5,4,5,4,4,5,5,5,2,2,1,5,7,2,4,4,3,2,4,1,2, , , , ,1,1,2,2,20000,3,2,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1983,1953,1983,4,1,1,20000,1,5,1,1935,1,1,2,1935,1,1,15,3,1,4,3,20000,4,5,4,3,5,2,1,4,3,2,4,3,1,4,80,70,70,90,30,30,40,80,90, ,4,2,1,1,5,5,4,5, 
10710,2,23,68,108,2015/7/8 7:29,1,1956,1,1,1,4, ,4,1976,30000,1, ,256,0,1,0,0,0,0,0,0,0, ,168,116,5,3,3,1,1,1,1,3,5,1,1,1,5,4,5,5,4,5,5,5,5,4,5,3,4,1,3,5,1,1,5,3,6,1,1,3, , , , ,1,1,2,2,90000,4,5,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1985,1962,1985,4,1,1,30000,4, , ,1902,1,1,2,1909,1,1,2,1,1,2,2,40000,1,1,1,1,2,2,3,2,4,2,1,1,1,5,100,100,100,70,50,100,0,100,50, ,3,2,1,1,4,4,4,5,4
10711,2,23,68,108,2015/7/9 8:41,2,1967,1,1,1,3, ,2, ,10000,1, ,140,0,0,1,0,0,0,0,0,0, ,160,116,5,4,3,1,1,1,1,1,3,1,1,2,4,4,5,5,4,5,3,5,5,2,5,3,4,1,3,3,2,4,5,5,2,7,1,4, , , , ,1,1,2,2,40000,5,3,1,2,0,1,0,0,0,0,0,0,0, ,1,2,0,3,1988,1966,1988,3,1,1,10000,1,3,2,1941,1,1,2,1943,1,1,2,2,2,2,2,20000,5,4,4,4,5,4,2,4,4,4,4,4,1,4,80,80,70,80,70,80,100,70,80, ,4,6,2,4,4,4,3,5,2
10712,1,23,68,108,2015/10/11 18:21,2,1966,1,1,2,4, ,4,1985,30000,1, ,100,0,1,1,0,0,0,0,0,0, ,160,90,2,2,3,2,1,3,3,1,3,1,1,4,5,1,3,5,1,4,3,1,5,5,5,4,3,2,7,5,1,4,5,7,7,7,9,1,3,31,1,3,1,1,2,2,60000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,0,1,0,3,1988,1965,1988,10,4,2,30000,1,3,1,1933,7,4,11,1937,3,1,2,3,2,5,1,40000,4,4,4,4,5,4,4,4,4,4,4,4,3,3,80,80,70,70,70,70,80,70,70, ,5,3,1,2,4,4,2,5,4
10713,2,23,68,108,2015/7/9 14:26,1,1960,1,1,1,1, , , ,4000,1, ,70,0,1,0,0,0,0,0,0,0, ,170,110,1,2,2,1,1,1,1,1,3,1,1,1,5,4,5,5,5,5,5,5,5,5,5,1,3,1, , ,1,1,1,1,1,1,1,3, , , , ,2,1,2,2,11000,2,1,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1987,1968,1987,1,1,1,-1,3, , ,1920,1,1,2,1927,1,1,2,3,1,4,4,30000,5,5,4,4,5,5,4,-8,5,5,-8,5,2,4,90,70,90,65,55,55,0,75,25, ,5,2,1,1,4,4,5,5, 
10714,2,23,68,108,2015/7/7 19:04,1,1994,1,1,1,10, ,1,2013,0,2, ,333,0,0,0,0,0,0,0,1,0, ,170,130,5,5,4,1,1,1,2,1,4,4,3,2,5,3,2,3,4,4,2,3,4,5,2,3,4,3,5,1,2,4,4,2,1,5,2,5, , , , ,1,2,2,2,30000,4,4,2,1,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1970,6,4,1,1972,4,1,2,2,1,4,2,120000,5,5,5,5,5,5,5,4,4,4,-8,3,2,5,50,65,70,80,89,90,90,70,70,1,6,2,1,1,5,5,5,5,1
10715,1,23,68,108,2015/10/11 18:30,2,1985,1,1,1,4, ,4,2005,10000,1, ,97,0,0,1,0,0,0,0,0,0, ,160,110,3,4,2,1,2,2,2,1,2,3,1,2,5,4,3,5,4,5,1,5,5,5,2,1,2,1, , ,1,4,1,3,1,7,1,5, , , , ,1,1,2,2,-2,2,3,1,2,0,1,0,0,0,0,0,0,0, ,1,0,1,3,2008,1982,2008,4,1,1,-2,1,3,1,1959,3,1,2,-2,3,1,2,3,2,3,3,-2,2,1,1,1,4,2,2,4,1,1,1,1,1,2,50,40,40,30,40,50,70,50,30,3,3,1,1,0,2,1,5,5,4
10716,2,23,68,108,2015/7/10 7:58,2,1934,1,1,1,1, , , ,1000,1, ,125,0,0,0,1,0,0,0,0,0, ,158,90,1,3,4,1,1,1,1,1,3,1,1,1,5,4,5,5,4,4,4,3,5,5,5,2,3,1,5,6,2,2,5,5,1,6,1,4, , , , ,1,1,2,2,8900,2,3,1,1,0,1,0,0,0,0,0,0,0, ,1,4,0,7,1937, , , , , , , , , ,-2,1,1,2,-2,1,1,2,2,1,4,2,2000,5,4,5,4,5,-8,2,-8,3,3,3,4,1,5,100,90,100,100,90,100,80,90,90, ,3,2,1,1,4,5,5,4, 
10717,1,23,69,109,2015/9/24 15:39,1,1970,1,1,1,3, ,2, ,0,1, ,49,0,0,0,0,0,0,0,0,1, ,176,143,5,5,4,2,1,3,1,1,3,1,1,2,5,3,4,5,4,4,3,5,3,3,5,1,2,1, , ,2,5,4,6,4,6,2,1,2,2,1,4,1,1,2,2,0,4,1,1,2,0,1,0,0,0,0,0,0,0, ,1,1,2,3,1997,1970,1997,3,1,2,0,1,2,1,1942,6,1,1,1952,3,1,2,2,2,4,2,120000,5,5,5,2,4,2,2,3,2,3,4,4,1,4,70,60,40,50,50,50,50,40,40, ,6,2,1,1,5,5,5,5,2
10718,2,23,68,108,2015/10/2 21:37,2,1967,1,1,1,3, ,2, ,5000,1, ,87,0,0,1,0,0,0,0,0,0, ,158,100,1,2,2,1,1,1,1,1,3,1,1,1,5,5,5,5,4,5,5,5,5,4,5,2,2,1,5,6,1,3,2,5,1,7,1,3, , , , ,1,1,2,2,10000,3,1,1,2,0,1,0,0,0,0,0,0,0, ,2,0,1,3,1990,1964,1990,4,1,1,5000,2, , ,1942,3,1,1,1944,1,1,2,3,1,2,2,30000,4,4,4,4,4,4,2,4,4,4,-8,4,1,4,100,100,50,20,20,90,100,100,50, ,4,2,1,1,5,4,3,4,2
10719,1,23,69,109,2015/9/24 16:58,2,1956,1,1,1,1, , , ,0,1, ,113,0,0,0,0,0,0,0,0,1, ,168,103,4,3,3,1,1,1,1,1,2,1,1,3,5,2,5,5,4,4,4,4,4,5,5,1,2,1, , ,1,2,4,6,3,8,1,4, , , , ,1,1,2,2,24000,3,2,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1973,1954,1973,6,1,2,24000,5, , ,1913,1,1,2,1919,1,1,2,2,2,3,2,40000,4,4,4,2,3,3,2,3,2,3,3,3,1,5,100,100,90,90,90,100,100,90,70, ,4,3,2,1,5,2,2,4, 
10720,2,23,68,108,2015/7/9 12:25,2,1944,1,1,1,2, , , ,3000,1, ,65,0,0,0,1,0,0,0,0,0, ,155,105,4,3,3,1,1,1,1,1,3,1,1,1,5,4,5,5,4,5,5,5,5,4,5,2,1,1,4,-8,2,2,3,5,5,7,7,3, , , , ,1,1,2,2,20000,5,2,1,2,0,1,0,0,0,0,0,0,0, ,1,2,0,3,1962,1935,1962,1,1,1,1000,2, , ,1911,1,-8,2,1911,1,-8,2,2,1,4,1,50000,4,1,4,2,4,-8,1,-8,2,5,4,4,2,5,100,100,80,50,50,100,100,80,80, ,3,2,1,1,4,4,4,5, 
10721,2,23,68,108,2015/7/9 7:25,2,1946,1,1,1,3, ,4,1962,6500,1, ,25,0,0,1,1,0,0,0,0,0, ,156,90,2,3,3,1,1,1,1,1,2,1,1,1,5,3,5,5,4,5,5,5,5,2,5,2,2,1,5,7,2,3,2,5,7,5,1,3, , , , ,1,1,2,2,30000,2,2,1,2,0,1,0,0,0,0,0,0,0, ,2,2,0,3,1964,1944,1964,4,1,1,6000,3, , ,1924,1,4,1,1916,1,1,2,2,3,1,1,6000,5,5,5,1,4,-8,2,-8,5,-8,5,5,1,2,70,80,50,50,50,60,70,-2,50, ,5,2,1,1,5,4,5,4,4
10722,2,23,68,108,2015/7/8 17:01,2,1994,1,1,3,6, ,4,2015,3000,2, ,150,0,0,0,0,1,0,0,0,0, ,165,100,4,3,4,1,2,4,4,2,5,3,1,3,4,2,1,3,4,4,2,2,5,5,3,2,2,5,6,3,6,2,5,3,1,7,2,5, , , , ,1,2,1,2,50000,4,3,1,2,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1966,3,1,3,1970,4,1,2,2,2,4,2,50000,4,4,5,4,4,4,4,4,4,2,5,2,1,4,80,70,60,60,60,60,70,80,80, ,4,2,1,1,2,2,4,2,4
10723,2,23,68,108,2015/10/2 15:08,1,1950,1,1,3,3, ,2, ,2220,1, ,55,0,1,0,0,0,0,0,0,0, ,160,90,1,2,2,1,1,1,1,1,2,1,1,2,5,5,5,5,3,2,5,5,5,5,5,2,4,1,2,3,1,5,4,1,4,-8,1,5, , , , ,1,1,2,2,3720,2,1,1,2,0,1,0,0,0,0,0,0,0, ,2,0,0,3,1972,1956,1972,1,1,1,1500,3, , ,1900,1,1,16,1910,1,1,2,3,3,1,1,4000,5,4,4,4,4,4,2,5,4,4,4,4,2,4,90,90,80,80,80,80,90,80,90,3,4,3,2,1,5,1,2,5,2
10724,2,23,68,108,2015/7/9 18:32,2,1962,1,1,1,3, ,4,1976,6000,1, ,117,0,1,1,0,0,0,0,0,0, ,160,110,1,1,2,1,1,1,1,1,2,1,1,2,5,5,5,-8,4,5,-8,-8,-8,5,5,1,2,1, , ,1,1,1,5,5,4,1,3, , , , ,1,-1,2,2,30000,4,2,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1983,1962,1983,4,1,1,6000,3, , ,1918,1,1,2,1920,1,1,2,3,3,3,3,60000,3,1,5,5,5,-8,1,-8,4,-8,-8,-8,1,5,100,100,30,70,90,60,50,30,80, ,4,4,2,2,5,5,5,5,4
10725,2,23,69,109,2015/9/24 13:32,1,1962,1,1,3,6, ,4,1986,20000,1, ,120,0,1,1,1,0,0,0,0,0, ,174,110,5,4,3,1,1,1,1,1,5,1,1,1,3,3,5,5,4,4,1,1,5,1,5,3,5,4,1,7,1,4,5,5,1,8,1,1,5,12,1,4,1,1,2,2,20000,2,3,1,1,0,1,0,0,0,0,0,0,0, ,2,0,0,3,1984,1963,1984,3,1,1,10000,1,2,1,1936,1,4,1,1936,1,1,2,3,3,1,3,100000,5,2,4,4,5,4,5,5,5,4,1,5,4,5,80,90,70,50,50,90,60,80,60, ,4,2,1,1,4,1,2,5,4
10726,1,23,69,109,2015/9/25 20:51,2,1979,1,1,1,4, ,4,1994,8000,1, ,60,0,1,1,0,0,0,0,0,0, ,158,110,3,4,3,1,1,2,1,1,4,2,3,1,5,3,5,5,4,5,5,3,5,4,4,2,3,2,3,5,1,4,4,1,1,4,7,2, , , , ,1,1,2,2,22000,3,3,1,2,0,1,0,0,0,0,0,0,0, ,0,2,2,3,1997,1976,1997,4,1,1,14000,1,3,1,1943,3,4,6,1949,3,1,2,3,1,3,2,30000,4,4,2,2,4,5,4,4,4,4,4,4,2,4,80,30,60,80,70,70,40,70,60, ,5,3,1,2,4,2,4,5,4
10727,1,23,69,109,2015/9/25 13:17,1,1974,1,1,1,4, ,4,1993,30000,1, ,60,0,0,0,0,0,0,0,0,1, ,170,130,4,4,3,1,1,1,1,1,3,4,1,4,5,4,4,5,4,3,4,4,5,5,3,1,1,2, , ,6,2,2,5,4,4,3,1,2,20,1,4,1,1,2,2,40000,1,2,0,2,0,1,0,0,0,0,0,0,0, ,1,2,2,3,1996,1975,1996,4,1,1,0,4, , ,1953,5,1,2,1955,3,1,2,2,1,2,4,100000,5,5,5,5,5,5,4,5,5,4,-8,5,4,3,100,0,0,0,60,70,100,80,60, ,5,2,1,1,5,5,5,5,4
10728,1,23,68,108,2015/10/11 19:21,2,1980,1,1,2,9, ,4,2005,40000,1, ,100,0,0,0,0,0,1,0,0,0, ,155,90,4,4,4,2,2,4,3,2,4,5,3,3,4,3,2,4,4,3,1,3,4,3,1,4,4,4,6,2,5,4,4,5,3,7,3,1,2,16,1,1,1,1,1,1,100000,3,3,1,2,0,1,0,0,0,0,0,0,0, ,0,1,1,3,2003,1973,2003,6,1,2,30000,1,2,1,1952,4,1,2,1954,3,1,2,2,1,4,2,100000,5,3,4,4,5,5,3,4,3,3,-8,4,2,3,50,50,30,50,20,40,20,40,30, ,3,2,1,1,2,2,2,4,4
